return_id,order_item_id,order_id,user_id,product_id,product_name,category,subcategory,brand,region,order_timestamp,return_request_date,return_date,return_quantity,return_reason,return_status,refund_method,refund_amount
RET0000236,OI00002211,ORD0001127,U00065,P046,Nike Running Shoes Size 8,Sports,Shoes,Nike,Delhi,2026-04-17 13:22:00,2026-04-20 13:22:00,2026-04-22 13:22:00,1,Changed mind,approved,original_payment_method,5354.0
RET0000219,OI00002058,ORD0001051,U00618,P003,Nivea Shampoo,Beauty,Haircare,Nivea,Hyderabad,2026-04-09 13:54:00,2026-04-10 13:54:00,2026-04-23 13:54:00,1,Product damaged,approved,original_payment_method,201.0
RET0000225,OI00002093,ORD0001068,U00469,P005,Nivea Face Wash,Beauty,Skincare,Nivea,Kolkata,2026-04-11 09:26:00,2026-04-23 09:26:00,2026-04-24 09:26:00,1,Skin irritation,approved,original_payment_method,1130.0
RET0000227,OI00002110,ORD0001076,U00204,P035,Zara Red Denim Shirt,Clothing,Shirts,Zara,Pune,2026-04-12 10:28:00,2026-04-20 10:28:00,2026-04-25 10:28:00,1,Color mismatch,pending,original_payment_method,0.0
RET0000226,OI00002106,ORD0001074,U00863,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,Delhi,2026-04-12 08:50:00,2026-04-24 08:50:00,2026-04-26 08:50:00,1,Skin irritation,approved,wallet_refund,1471.0
RET0000231,OI00002154,ORD0001099,U00758,P140,Zara Red Denim T-Shirt,Clothing,T-Shirts,Zara,Chennai,2026-04-14 11:52:00,2026-04-22 11:52:00,2026-04-26 11:52:00,1,Fabric not as expected,approved,original_payment_method,914.0
RET0000235,OI00002210,ORD0001127,U00065,P066,Puma Running Shoes Size 7,Sports,Shoes,Puma,Delhi,2026-04-17 13:22:00,2026-04-23 13:22:00,2026-04-28 13:22:00,1,Changed mind,approved,original_payment_method,6273.0
RET0000232,OI00002170,ORD0001107,U00292,P012,Nivea Foundation,Beauty,Makeup,Nivea,Hyderabad,2026-04-14 22:35:00,2026-04-15 22:35:00,2026-04-28 22:35:00,1,Wrong shade,approved,original_payment_method,2237.0
RET0000234,OI00002193,ORD0001119,U00124,P121,UrbanCo Plastic Sofa Large,Home,Furniture,UrbanCo,Hyderabad,2026-04-16 17:29:00,2026-04-27 17:29:00,2026-04-29 17:29:00,1,Damaged item,approved,original_payment_method,21106.0
RET0000237,OI00002228,ORD0001137,U00826,P034,Lakme Lipstick,Beauty,Makeup,Lakme,Kolkata,2026-04-18 16:34:00,2026-04-28 16:34:00,2026-04-30 16:34:00,1,Wrong shade,approved,original_payment_method,325.0
RET0000238,OI00002256,ORD0001152,U00213,P173,Zara Green Denim T-Shirt,Clothing,T-Shirts,Zara,Bengaluru,2026-04-20 15:37:00,2026-04-30 15:37:00,2026-05-01 15:37:00,1,Product quality issue,pending,original_payment_method,0.0
RET0000239,OI00002262,ORD0001155,U00059,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,Delhi,2026-04-20 20:56:00,2026-04-23 20:56:00,2026-05-04 20:56:00,1,Wrong shade,rejected,original_payment_method,0.0
