order_id,purchase_event_id,session_id,user_id,order_timestamp,order_date,region,device_type,traffic_source,primary_product_id,primary_product_name,primary_category,primary_subcategory,basket_items_count,total_units,subtotal,discount_rate,discount_amount,shipping_cost,tax_amount,total_amount,payment_method,order_status,estimated_cost,estimated_profit
ORD0000622,EVT0014815,S003461,U00704,26-02-2026 09:12,26-02-2026,Hyderabad,mobile,paid_ads,P038,Adidas Running Shoes Size 9,Sports,Shoes,1,1,1414,0.05,70.7,91.76,241.79,1676.85,UPI,completed,894.46,782.39
ORD0000623,EVT0014821,S003470,U00760,26-02-2026 09:29,26-02-2026,Ahmedabad,desktop,direct,P097,Zara Blue Polyester Jacket,Clothing,Jackets,2,3,7714,0,0,69.7,1388.52,9172.22,Debit Card,completed,4185.45,4986.77
ORD0000624,EVT0014834,S003453,U00515,26-02-2026 11:19,26-02-2026,Chennai,mobile,social,P142,UrbanCo Plastic Sofa Medium,Home,Furniture,3,3,42433,0.1,4243.3,0,6874.15,45063.85,Net Banking,completed,31796.71,13267.14
ORD0000625,EVT0014873,S003451,U00846,26-02-2026 18:46,26-02-2026,Pune,desktop,direct,P056,Lakme Shampoo,Beauty,Haircare,2,2,2423,0.05,121.15,103.41,414.33,2819.59,UPI,completed,1598,1221.59
ORD0000626,EVT0014879,S003472,U00757,26-02-2026 19:09,26-02-2026,Bengaluru,desktop,organic_search,P005,Nivea Face Wash,Beauty,Skincare,3,3,5226,0.06,313.56,49.54,884.24,5846.22,Net Banking,completed,3484.2,2362.02
ORD0000627,EVT0014934,S003466,U00382,26-02-2026 22:10,26-02-2026,Ahmedabad,desktop,direct,P026,UrbanCo Wall Art,Home,Decor,2,2,9205,0.05,460.25,115.75,1574.05,10434.55,UPI,completed,4982.28,5452.27
ORD0000628,EVT0014965,S003529,U00776,27-02-2026 08:57,27-02-2026,Kolkata,mobile,referral,P055,Sony Wireless Earbuds,Electronics,Headphones,1,1,3070,0.05,153.5,90.4,524.97,3531.87,Net Banking,completed,1852.7,1679.17
ORD0000629,EVT0014982,S003525,U00605,27-02-2026 12:46,27-02-2026,Pune,desktop,direct,P085,UrbanCo Plastic Dining Table Large,Home,Furniture,1,1,12303,0,0,133.08,2214.54,14650.62,Net Banking,completed,7894.07,6756.55
ORD0000630,EVT0015020,S003528,U00718,27-02-2026 15:55,27-02-2026,Mumbai,tablet,email,P055,Sony Wireless Earbuds,Electronics,Headphones,1,1,3070,0.12,368.4,117.71,486.29,3305.6,Wallet,completed,1852.7,1452.9
ORD0000631,EVT0015054,S003503,U00233,27-02-2026 18:26,27-02-2026,Chennai,desktop,direct,P034,Lakme Lipstick,Beauty,Makeup,2,2,2184,0,0,88.48,393.12,2665.6,Net Banking,completed,1500.38,1165.22
ORD0000632,EVT0015073,S003515,U00060,27-02-2026 19:28,27-02-2026,Chennai,desktop,email,P101,H&M Blue Cotton T-Shirt,Clothing,T-Shirts,1,1,1453,0.12,174.36,139.05,230.16,1647.85,Net Banking,completed,947.78,700.07
ORD0000633,EVT0015111,S003526,U00778,27-02-2026 20:55,27-02-2026,Delhi,desktop,referral,P009,Nivea Lipstick,Beauty,Makeup,3,4,6493,0.03,194.79,76.96,1133.68,7508.85,UPI,completed,4447.68,3061.17
ORD0000634,EVT0015112,S003489,U00540,27-02-2026 20:55,27-02-2026,Pune,tablet,paid_ads,P014,Nike Track Pants,Sports,Activewear,1,1,1075,0.05,53.75,61.62,183.82,1266.69,Credit Card,completed,711.07,555.62
ORD0000635,EVT0015121,S003490,U00545,27-02-2026 21:24,27-02-2026,Kolkata,mobile,direct,P017,Lakme Face Wash,Beauty,Skincare,3,3,4737,0.08,378.96,49.32,784.45,5191.81,Wallet,completed,2961.07,2230.74
ORD0000636,EVT0015138,S003521,U00433,27-02-2026 21:57,27-02-2026,Pune,mobile,referral,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,3,3,3917,0.06,235.02,73.26,662.76,4418,Credit Card,completed,2547.96,1870.04
ORD0000637,EVT0015144,S003506,U00442,27-02-2026 22:07,27-02-2026,Hyderabad,desktop,organic_search,P012,Nivea Foundation,Beauty,Makeup,3,3,4319,0.03,129.57,55.58,754.1,4999.11,UPI,completed,2914.94,2084.17
ORD0000638,EVT0015182,S003532,U00241,28-02-2026 08:56,28-02-2026,Hyderabad,mobile,social,P012,Nivea Foundation,Beauty,Makeup,2,2,3811,0.1,381.1,126.95,617.38,4174.23,Net Banking,completed,2519.42,1654.81
ORD0000639,EVT0015202,S003586,U00103,28-02-2026 09:29,28-02-2026,Delhi,desktop,direct,P136,Zara Red Cotton Shirt,Clothing,Shirts,3,3,7526,0.08,602.08,58.42,1246.31,8228.65,Debit Card,completed,4677.67,3550.98
ORD0000640,EVT0015216,S003559,U00066,28-02-2026 11:06,28-02-2026,Pune,desktop,organic_search,P053,Puma Dumbbells,Sports,Equipment,1,1,14598,0.03,437.94,89.3,2548.81,16798.17,Debit Card,completed,8437.32,8360.85
ORD0000641,EVT0015235,S003594,U00823,28-02-2026 11:39,28-02-2026,Delhi,desktop,paid_ads,P012,Nivea Foundation,Beauty,Makeup,3,3,6205,0.18,1116.9,48.5,915.86,6052.46,Debit Card,completed,3908.09,2144.37
ORD0000642,EVT0015246,S003574,U00275,28-02-2026 12:23,28-02-2026,Bengaluru,desktop,direct,P043,JBL Bluetooth Headphones,Electronics,Headphones,3,3,74212,0.08,5936.96,0,12289.51,80564.55,Credit Card,completed,49743.84,30820.71
ORD0000643,EVT0015260,S003565,U00119,28-02-2026 12:55,28-02-2026,Chennai,mobile,direct,P134,Dell H Pavilion 16GB RAM 256GB SSD,Electronics,Laptop,2,2,102623,0.02,2052.46,0,18102.7,118673.24,UPI,completed,70709.65,47963.59
ORD0000644,EVT0015292,S003550,U00689,28-02-2026 15:12,28-02-2026,Bengaluru,desktop,organic_search,P003,Nivea Shampoo,Beauty,Haircare,3,3,3501,0.08,280.08,42.57,579.77,3843.26,Credit Card,completed,2171.59,1671.67
ORD0000645,EVT0015311,S003582,U00379,28-02-2026 15:47,28-02-2026,Bengaluru,desktop,organic_search,P112,HP Pavilion 32GB RAM 256GB SSD,Electronics,Laptop,2,2,131196,0.07,9183.72,0,21962.21,143974.49,Credit Card,completed,76643.81,67330.68
ORD0000646,EVT0015411,S003580,U00182,28-02-2026 22:10,28-02-2026,Bengaluru,mobile,organic_search,P048,Nivea Moisturizer,Beauty,Skincare,2,2,4096,0.05,204.8,128.15,700.42,4719.77,UPI,completed,2796.16,1923.61
ORD0000647,EVT0015421,S003545,U00834,28-02-2026 22:25,28-02-2026,Kolkata,desktop,organic_search,P165,UrbanCo Metal Sofa Large,Home,Furniture,2,2,27235,0.02,544.7,0,4804.25,31494.55,Net Banking,completed,15425.13,16069.42
ORD0000648,EVT0015429,S003609,U00444,01-03-2026 08:14,01-03-2026,Mumbai,desktop,social,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,2,3,1892,0,0,132.7,340.56,2365.26,UPI,completed,1227.48,1137.78
ORD0000649,EVT0015438,S003611,U00425,01-03-2026 09:05,01-03-2026,Kolkata,mobile,organic_search,P079,Boat Charger,Electronics,Accessories,2,2,71238,0.07,4986.66,0,11925.24,78176.58,UPI,completed,53652.34,24524.24
ORD0000650,EVT0015450,S003618,U00413,01-03-2026 11:11,01-03-2026,Delhi,mobile,organic_search,P119,Lakme Moisturizer,Beauty,Skincare,2,2,1952,0.05,97.6,141.31,333.79,2329.5,Debit Card,completed,1360.6,968.9
ORD0000651,EVT0015458,S003617,U00434,01-03-2026 11:48,01-03-2026,Pune,mobile,paid_ads,P004,UrbanCo Mixer,Home,Kitchen,1,1,3983,0.1,398.3,108.4,645.25,4338.35,UPI,completed,2024.77,2313.58
ORD0000652,EVT0015464,S003630,U00041,01-03-2026 12:04,01-03-2026,Ahmedabad,mobile,organic_search,P140,Zara Red Denim T-Shirt,Clothing,T-Shirts,3,3,7346,0.06,440.76,68.96,1242.94,8217.14,Debit Card,completed,3993.87,4223.27
ORD0000653,EVT0015470,S003600,U00060,01-03-2026 12:43,01-03-2026,Chennai,desktop,organic_search,P019,H&M Green Denim T-Shirt,Clothing,T-Shirts,2,2,8425,0,0,65.29,1516.5,10006.79,Debit Card,completed,4280.79,5726
ORD0000654,EVT0015477,S003624,U00321,01-03-2026 13:03,01-03-2026,Chennai,desktop,paid_ads,P064,Zara White Denim Shirt,Clothing,Shirts,3,3,6841,0.08,547.28,73.59,1132.87,7500.18,Wallet,completed,4272.51,3227.67
ORD0000655,EVT0015552,S003596,U00068,01-03-2026 17:42,01-03-2026,Pune,desktop,organic_search,P014,Nike Track Pants,Sports,Activewear,2,2,8122,0,0,113.74,1461.96,9697.7,Debit Card,completed,5784.55,3913.15
ORD0000656,EVT0015562,S003641,U00311,01-03-2026 17:54,01-03-2026,Delhi,tablet,social,P006,UrbanCo Lamp,Home,Decor,1,1,2790,0.05,139.5,109.83,477.09,3237.42,COD,completed,2050.92,1186.5
ORD0000657,EVT0015593,S003601,U00195,01-03-2026 19:05,01-03-2026,Ahmedabad,tablet,email,P010,Samsung Phone Case,Electronics,Accessories,3,3,126777,0.13,16481.01,0,19853.28,130149.27,Net Banking,completed,70248.94,59900.33
ORD0000658,EVT0015596,S003626,U00099,01-03-2026 19:07,01-03-2026,Pune,mobile,direct,P172,H&M Green Polyester Shirt,Clothing,Shirts,2,2,4374,0.05,218.7,101.06,747.95,5004.31,Debit Card,completed,2478.42,2525.89
ORD0000659,EVT0015607,S003615,U00010,01-03-2026 20:01,01-03-2026,Delhi,tablet,direct,P173,Zara Green Denim T-Shirt,Clothing,T-Shirts,2,2,992,0.05,49.6,145.65,169.63,1257.68,Net Banking,completed,651.45,606.23
ORD0000660,EVT0015614,S003639,U00171,01-03-2026 20:08,01-03-2026,Bengaluru,mobile,organic_search,P033,UrbanCo Plastic Dining Table Small,Home,Furniture,2,2,34103,0.07,2387.21,0,5708.84,37424.63,UPI,completed,17304.89,20119.74
ORD0000661,EVT0015659,S003598,U00344,01-03-2026 22:02,01-03-2026,Bengaluru,mobile,direct,P145,UrbanCo Metal Dining Table Medium,Home,Furniture,2,2,48195,0.02,963.9,0,8501.6,55732.7,Credit Card,completed,36898.4,18834.3
ORD0000662,EVT0015672,S003650,U00764,01-03-2026 22:37,01-03-2026,Pune,mobile,organic_search,P191,H&M White Cotton Shirt,Clothing,Shirts,2,2,5525,0.03,165.75,75.11,964.66,6399.02,Debit Card,completed,3901.1,2497.92
ORD0000663,EVT0015694,S003719,U00123,02-03-2026 08:43,02-03-2026,Hyderabad,mobile,paid_ads,P110,H&M White Polyester Shirt,Clothing,Shirts,3,4,9721,0.08,777.68,74.99,1609.8,10628.11,Net Banking,completed,5790.87,4837.24
ORD0000664,EVT0015706,S003670,U00274,02-03-2026 09:16,02-03-2026,Bengaluru,mobile,direct,P198,Zara Black Polyester Jeans,Clothing,Jeans,3,3,6989,0.08,559.12,40.02,1157.38,7627.28,Credit Card,completed,4654.11,2973.17
ORD0000665,EVT0015744,S003709,U00774,02-03-2026 13:26,02-03-2026,Delhi,mobile,social,P012,Nivea Foundation,Beauty,Makeup,2,2,5075,0.1,507.5,52.53,822.15,5442.18,Debit Card,completed,3220.05,2222.13
ORD0000666,EVT0015808,S003681,U00375,02-03-2026 16:38,02-03-2026,Bengaluru,mobile,paid_ads,P078,Zara Red Polyester Jeans,Clothing,Jeans,2,2,4077,0.15,611.55,71.24,623.78,4160.47,Credit Card,completed,2505.35,1655.12
ORD0000667,EVT0015856,S003701,U00279,02-03-2026 19:46,02-03-2026,Ahmedabad,mobile,organic_search,P004,UrbanCo Mixer,Home,Kitchen,2,2,33487,0.05,1674.35,0,5726.28,37538.93,Credit Card,completed,22505.14,15033.79
ORD0000668,EVT0015880,S003715,U00198,02-03-2026 20:32,02-03-2026,Delhi,mobile,social,P042,Dell ion 32GB RAM 512GB SSD,Electronics,Laptop,2,2,88774,0.07,6214.18,0,14860.77,97420.59,UPI,completed,62610.61,34809.98
ORD0000669,EVT0015897,S003704,U00494,02-03-2026 20:56,02-03-2026,Bengaluru,mobile,direct,P179,Zara Black Polyester Shirt,Clothing,Shirts,1,1,2943,0.03,88.29,121.52,513.85,3490.08,Credit Card,completed,1669.5,1820.58
ORD0000670,EVT0015932,S003707,U00526,02-03-2026 22:18,02-03-2026,Ahmedabad,desktop,organic_search,P125,Zara Blue Denim Jeans,Clothing,Jeans,3,3,9368,0.03,281.04,68.77,1635.65,10791.38,Credit Card,completed,6468.83,4322.55
ORD0000671,EVT0015949,S003662,U00338,02-03-2026 22:29,02-03-2026,Mumbai,mobile,paid_ads,P017,Lakme Face Wash,Beauty,Skincare,3,3,5282,0.08,422.56,57.82,874.7,5791.96,Wallet,completed,3373.14,2418.82
ORD0000672,EVT0015954,S003705,U00086,02-03-2026 22:32,02-03-2026,Hyderabad,tablet,referral,P197,Puma Sneakers Size 8,Sports,Shoes,2,2,11013,0,0,96.22,1982.34,13091.56,UPI,completed,5655.53,7436.03
ORD0000673,EVT0015962,S003710,U00028,02-03-2026 23:03,02-03-2026,Hyderabad,desktop,paid_ads,P195,H&M Green Denim Jeans,Clothing,Jeans,1,1,1812,0.15,271.8,87.17,277.24,1904.61,UPI,completed,1337.52,567.09
ORD0000674,EVT0015997,S003742,U00380,03-03-2026 11:35,03-03-2026,Bengaluru,mobile,organic_search,P010,Samsung Phone Case,Electronics,Accessories,1,1,1711,0,0,62.74,307.98,2081.72,UPI,completed,925.81,1155.91
ORD0000675,EVT0016009,S003756,U00310,03-03-2026 11:41,03-03-2026,Pune,mobile,direct,P140,Zara Red Denim T-Shirt,Clothing,T-Shirts,2,3,2782,0.05,139.1,67.04,475.72,3185.66,UPI,completed,1632.89,1552.77
ORD0000676,EVT0016010,S003740,U00764,03-03-2026 11:41,03-03-2026,Pune,mobile,paid_ads,P006,UrbanCo Lamp,Home,Decor,2,2,11538,0.1,1153.8,112.45,1869.16,12365.81,UPI,completed,6542.11,5823.7
ORD0000677,EVT0016031,S003761,U00168,03-03-2026 13:50,03-03-2026,Mumbai,desktop,email,P071,Nike Sneakers Size 8,Sports,Shoes,1,1,4895,0.05,244.75,106.63,837.04,5593.92,UPI,completed,3826.73,1767.19
ORD0000678,EVT0016046,S003757,U00823,03-03-2026 14:40,03-03-2026,Kolkata,desktop,organic_search,P189,H&M Red Polyester Shirt,Clothing,Shirts,3,3,7351,0.06,441.06,56.16,1243.79,8209.89,Credit Card,completed,4895.77,3314.12
ORD0000679,EVT0016059,S003743,U00553,03-03-2026 15:16,03-03-2026,Hyderabad,mobile,email,P132,Adidas Running Shoes Size 7,Sports,Shoes,1,1,3001,0.12,360.12,68.94,475.36,3185.18,UPI,completed,2248.93,936.25
ORD0000680,EVT0016073,S003746,U00624,03-03-2026 15:28,03-03-2026,Hyderabad,desktop,organic_search,P023,Zara White Cotton T-Shirt,Clothing,T-Shirts,1,1,474,0.03,14.22,124.68,82.76,667.22,Credit Card,completed,242.72,424.5
ORD0000681,EVT0016085,S003730,U00420,03-03-2026 15:45,03-03-2026,Hyderabad,mobile,direct,P085,UrbanCo Plastic Dining Table Large,Home,Furniture,1,1,12303,0,0,111.67,2214.54,14629.21,UPI,completed,7894.07,6735.14
ORD0000682,EVT0016091,S003769,U00332,03-03-2026 16:01,03-03-2026,Bengaluru,mobile,referral,P101,H&M Blue Cotton T-Shirt,Clothing,T-Shirts,3,3,11020,0.03,330.6,43.11,1924.09,12656.6,Credit Card,completed,6197.53,6459.07
ORD0000683,EVT0016113,S003748,U00443,03-03-2026 16:49,03-03-2026,Kolkata,mobile,organic_search,P192,Zara Black Cotton Jacket,Clothing,Jackets,2,2,3696,0.03,110.88,143.85,645.32,4374.29,Credit Card,completed,2180.03,2194.26
ORD0000684,EVT0016128,S003731,U00645,03-03-2026 17:50,03-03-2026,Mumbai,mobile,organic_search,P005,Nivea Face Wash,Beauty,Skincare,2,2,2007,0.05,100.35,148.55,343.2,2398.4,UPI,completed,1374.68,1023.72
ORD0000685,EVT0016190,S003723,U00045,03-03-2026 22:28,03-03-2026,Delhi,tablet,paid_ads,P017,Lakme Face Wash,Beauty,Skincare,3,4,6373,0.13,828.49,39.76,998.01,6582.28,UPI,completed,4188.88,2393.4
ORD0000686,EVT0016202,S003807,U00592,04-03-2026 08:22,04-03-2026,Kolkata,desktop,organic_search,P095,H&M Black Denim Jeans,Clothing,Jeans,3,4,7092,0.06,425.52,67.44,1199.97,7933.89,Net Banking,completed,4440.7,3493.19
ORD0000687,EVT0016225,S003773,U00867,04-03-2026 10:18,04-03-2026,Bengaluru,desktop,direct,P004,UrbanCo Mixer,Home,Kitchen,1,1,3983,0.05,199.15,74.58,681.09,4539.52,Credit Card,completed,2024.77,2514.75
ORD0000688,EVT0016254,S003797,U00123,04-03-2026 12:15,04-03-2026,Hyderabad,mobile,social,P063,UrbanCo Metal Chair Large,Home,Furniture,1,1,4232,0,0,115.2,761.76,5108.96,Debit Card,completed,2999.25,2109.71
ORD0000689,EVT0016259,S003800,U00181,04-03-2026 12:24,04-03-2026,Kolkata,desktop,direct,P004,UrbanCo Mixer,Home,Kitchen,1,1,3983,0.05,199.15,60.58,681.09,4525.52,Credit Card,completed,2024.77,2500.75
ORD0000690,EVT0016288,S003816,U00248,04-03-2026 14:40,04-03-2026,Mumbai,desktop,email,P011,UrbanCo Wooden Sofa Small,Home,Furniture,1,1,26505,0.1,2650.5,0,4293.81,28148.31,Credit Card,completed,13428.22,14720.09
ORD0000691,EVT0016294,S003787,U00745,04-03-2026 14:47,04-03-2026,Bengaluru,tablet,organic_search,P179,Zara Black Polyester Shirt,Clothing,Shirts,1,1,2943,0.05,147.15,117.57,503.25,3416.67,UPI,completed,1669.5,1747.17
ORD0000692,EVT0016337,S003804,U00233,04-03-2026 17:31,04-03-2026,Delhi,desktop,organic_search,P103,Zara Red Cotton Jacket,Clothing,Jackets,2,2,4330,0.03,129.9,111.28,756.02,5067.4,Debit Card,completed,2875.66,2191.74
ORD0000693,EVT0016376,S003806,U00116,04-03-2026 19:58,04-03-2026,Pune,mobile,email,P067,Boat Wireless Earbuds,Electronics,Headphones,2,2,24275,0.14,3398.5,0,3757.77,24634.27,Debit Card,completed,12808.78,11825.49
ORD0000694,EVT0016413,S003805,U00864,04-03-2026 21:11,04-03-2026,Chennai,mobile,organic_search,P191,H&M White Cotton Shirt,Clothing,Shirts,1,1,983,0,0,127.48,176.94,1287.42,Credit Card,completed,715.01,572.41
ORD0000695,EVT0016431,S003776,U00892,04-03-2026 21:46,04-03-2026,Chennai,mobile,organic_search,P066,Puma Running Shoes Size 7,Sports,Shoes,2,2,6921,0.05,346.05,146.31,1183.49,7904.75,UPI,completed,3707.05,4197.7
ORD0000696,EVT0016453,S003793,U00143,04-03-2026 22:43,04-03-2026,Hyderabad,mobile,social,P034,Lakme Lipstick,Beauty,Makeup,2,3,3827,0.05,191.35,140.04,654.42,4430.11,Debit Card,completed,2630.22,1799.89
ORD0000697,EVT0016459,S003785,U00093,04-03-2026 22:56,04-03-2026,Hyderabad,desktop,direct,P034,Lakme Lipstick,Beauty,Makeup,2,3,4043,0.05,202.15,57.9,691.35,4590.1,UPI,completed,2813.92,1776.18
ORD0000698,EVT0016514,S003874,U00799,05-03-2026 13:14,05-03-2026,Ahmedabad,desktop,organic_search,P017,Lakme Face Wash,Beauty,Skincare,2,3,1976,0,0,126.95,355.68,2458.63,UPI,completed,1314.62,1144.01
ORD0000699,EVT0016524,S003852,U00591,05-03-2026 14:26,05-03-2026,Pune,mobile,organic_search,P080,Boat Phone Case,Electronics,Accessories,3,3,142505,0.08,11400.4,0,23598.83,154703.43,COD,completed,84495.79,70207.64
ORD0000700,EVT0016535,S003865,U00371,05-03-2026 14:40,05-03-2026,Ahmedabad,desktop,direct,P026,UrbanCo Wall Art,Home,Decor,1,1,1607,0.03,48.21,54.01,280.58,1893.38,Net Banking,completed,1105.61,787.77
ORD0000701,EVT0016540,S003861,U00647,05-03-2026 15:16,05-03-2026,Bengaluru,mobile,organic_search,P175,Zara White Denim Jeans,Clothing,Jeans,3,3,12646,0.08,1011.68,51.51,2094.18,13780.01,Debit Card,completed,9811.96,3968.05
ORD0000702,EVT0016570,S003872,U00900,05-03-2026 17:09,05-03-2026,Delhi,desktop,organic_search,P107,Zara Black Polyester T-Shirt,Clothing,T-Shirts,1,1,616,0,0,49.97,110.88,776.85,UPI,completed,322.83,454.02
ORD0000703,EVT0016579,S003878,U00677,05-03-2026 17:26,05-03-2026,Ahmedabad,mobile,email,P002,Nike Yoga Mat,Sports,Equipment,2,2,9699,0.08,775.92,138.45,1606.15,10667.68,COD,completed,6153.02,4514.66
ORD0000704,EVT0016600,S003849,U00875,05-03-2026 18:22,05-03-2026,Bengaluru,tablet,direct,P119,Lakme Moisturizer,Beauty,Skincare,2,2,3325,0.03,99.75,67.29,580.54,3873.08,Credit Card,completed,2258.49,1614.59
ORD0000705,EVT0016619,S003850,U00773,05-03-2026 19:46,05-03-2026,Mumbai,mobile,organic_search,P058,Puma Running Shoes Size 8,Sports,Shoes,3,3,13314,0.06,798.84,71,2252.73,14838.89,Debit Card,completed,9910.67,4928.22
ORD0000706,EVT0016645,S003863,U00648,05-03-2026 21:06,05-03-2026,Mumbai,desktop,direct,P044,H&M White Denim Jacket,Clothing,Jackets,3,4,13592,0.03,407.76,43.15,2373.16,15600.55,Wallet,completed,8931.87,6668.68
ORD0000707,EVT0016699,S003887,U00232,06-03-2026 11:04,06-03-2026,Delhi,mobile,organic_search,P003,Nivea Shampoo,Beauty,Haircare,2,2,1153,0,0,110.13,207.54,1470.67,Net Banking,completed,883.19,587.48
ORD0000708,EVT0016722,S003929,U00518,06-03-2026 12:04,06-03-2026,Bengaluru,tablet,paid_ads,P020,Puma Yoga Mat,Sports,Equipment,1,1,12458,0.15,1868.7,137,1906.07,12632.37,Debit Card,completed,9726.13,2906.24
ORD0000709,EVT0016741,S003918,U00520,06-03-2026 13:50,06-03-2026,Delhi,mobile,organic_search,P048,Nivea Moisturizer,Beauty,Skincare,3,4,3732,0.03,111.96,41.53,651.61,4313.18,Debit Card,completed,2445.08,1868.1
ORD0000710,EVT0016747,S003905,U00250,06-03-2026 14:34,06-03-2026,Kolkata,mobile,organic_search,P005,Nivea Face Wash,Beauty,Skincare,1,1,1130,0.05,56.5,101.48,193.23,1368.21,Debit Card,completed,688.04,680.17
ORD0000711,EVT0016775,S003920,U00196,06-03-2026 16:53,06-03-2026,Ahmedabad,tablet,direct,P192,Zara Black Cotton Jacket,Clothing,Jackets,3,3,9889,0.08,791.12,67.02,1637.62,10802.52,UPI,completed,5120.54,5681.98
ORD0000712,EVT0016812,S003937,U00057,06-03-2026 19:50,06-03-2026,Chennai,tablet,paid_ads,P010,Samsung Phone Case,Electronics,Accessories,2,2,71441,0.12,8572.92,0,11316.25,74184.33,Credit Card,completed,38528.53,35655.8
ORD0000713,EVT0016833,S003907,U00137,06-03-2026 20:43,06-03-2026,Kolkata,mobile,direct,P175,Zara White Denim Jeans,Clothing,Jeans,3,3,5409,0.08,432.72,41.18,895.73,5913.19,Debit Card,completed,3437.83,2475.36
ORD0000714,EVT0016857,S003938,U00562,06-03-2026 21:03,06-03-2026,Pune,mobile,paid_ads,P093,Zara Green Polyester Jeans,Clothing,Jeans,1,1,1066,0.1,106.6,134.19,172.69,1266.28,Wallet,completed,636.25,630.03
ORD0000715,EVT0016862,S003882,U00158,06-03-2026 21:05,06-03-2026,Delhi,mobile,organic_search,P095,H&M Black Denim Jeans,Clothing,Jeans,1,1,3649,0.03,109.47,81.06,637.12,4257.71,UPI,completed,2090.97,2166.74
ORD0000716,EVT0016903,S003946,U00362,07-03-2026 08:22,07-03-2026,Delhi,mobile,paid_ads,P058,Puma Running Shoes Size 8,Sports,Shoes,1,1,7047,0.15,1057.05,71.27,1078.19,7139.41,Debit Card,completed,5073.48,2065.93
ORD0000717,EVT0016969,S003970,U00863,07-03-2026 14:32,07-03-2026,Ahmedabad,tablet,organic_search,P149,Zara Blue Denim Jacket,Clothing,Jackets,2,3,12885,0.03,386.55,129.13,2249.72,14877.3,Credit Card,completed,7108.21,7769.09
ORD0000718,EVT0016990,S003992,U00325,07-03-2026 16:10,07-03-2026,Ahmedabad,mobile,organic_search,P153,UrbanCo Wooden Sofa Large,Home,Furniture,2,2,33892,0.05,1694.6,0,5795.53,37992.93,UPI,completed,23277.98,14714.95
ORD0000719,EVT0017007,S003988,U00553,07-03-2026 16:53,07-03-2026,Hyderabad,mobile,paid_ads,P026,UrbanCo Wall Art,Home,Decor,2,2,28112,0.07,1967.84,0,4705.95,30850.11,UPI,completed,14533.83,16316.28
ORD0000720,EVT0017040,S003978,U00885,07-03-2026 19:13,07-03-2026,Hyderabad,mobile,paid_ads,P148,Adidas Sneakers Size 7,Sports,Shoes,1,1,3461,0.15,519.15,103.91,529.53,3575.29,Net Banking,completed,2268.23,1307.06
ORD0000721,EVT0017103,S003954,U00189,07-03-2026 21:22,07-03-2026,Ahmedabad,tablet,direct,P005,Nivea Face Wash,Beauty,Skincare,3,3,2544,0.08,203.52,65.86,421.29,2827.63,COD,completed,1727.57,1100.06
ORD0000722,EVT0017110,S003985,U00609,07-03-2026 21:40,07-03-2026,Hyderabad,desktop,social,P046,Nike Running Shoes Size 8,Sports,Shoes,1,1,5354,0,0,130.66,963.72,6448.38,Net Banking,completed,3763.12,2685.26
ORD0000723,EVT0017131,S003984,U00760,07-03-2026 22:43,07-03-2026,Pune,mobile,email,P056,Lakme Shampoo,Beauty,Haircare,2,2,1829,0.12,219.48,114.72,289.71,2013.95,Debit Card,completed,1430.92,583.03
ORD0000724,EVT0017143,S004023,U00110,08-03-2026 08:10,08-03-2026,Ahmedabad,desktop,organic_search,P190,Zara Green Cotton Jacket,Clothing,Jackets,1,1,2207,0.05,110.35,71.17,377.4,2545.22,Credit Card,completed,1720.62,824.6
ORD0000725,EVT0017182,S004044,U00351,08-03-2026 09:39,08-03-2026,Chennai,desktop,organic_search,P124,H&M Red Cotton Jacket,Clothing,Jackets,3,3,14373,0.03,431.19,74.88,2509.53,16526.22,Credit Card,completed,9613.49,6912.73
ORD0000726,EVT0017214,S004052,U00421,08-03-2026 12:05,08-03-2026,Kolkata,tablet,organic_search,P195,H&M Green Denim Jeans,Clothing,Jeans,3,4,7232,0.03,216.96,76.21,1262.71,8353.96,Credit Card,completed,4952.8,3401.16
ORD0000727,EVT0017228,S004025,U00808,08-03-2026 12:33,08-03-2026,Kolkata,mobile,paid_ads,P056,Lakme Shampoo,Beauty,Haircare,2,2,2811,0.05,140.55,124.71,480.68,3275.84,UPI,completed,2057.82,1218.02
ORD0000728,EVT0017272,S004013,U00677,08-03-2026 14:18,08-03-2026,Ahmedabad,mobile,organic_search,P056,Lakme Shampoo,Beauty,Haircare,2,2,2423,0.03,72.69,94.74,423.06,2868.11,Credit Card,completed,1598,1270.11
ORD0000729,EVT0017285,S004050,U00433,08-03-2026 14:46,08-03-2026,Pune,desktop,referral,P146,H&M Blue Polyester Shirt,Clothing,Shirts,2,3,5605,0.05,280.25,53.86,958.45,6337.06,Wallet,completed,3567.42,2769.64
ORD0000730,EVT0017389,S004031,U00564,08-03-2026 19:07,08-03-2026,Kolkata,desktop,social,P140,Zara Red Denim T-Shirt,Clothing,T-Shirts,3,4,5198,0.03,155.94,43.14,907.57,5992.77,Debit Card,completed,3642.29,2350.48
ORD0000731,EVT0017403,S004004,U00327,08-03-2026 20:14,08-03-2026,Pune,mobile,referral,P103,Zara Red Cotton Jacket,Clothing,Jackets,2,2,6628,0.05,331.4,137.14,1133.39,7567.13,UPI,completed,4656.45,2910.68
