order_item_id,order_id,product_id,product_name,category,subcategory,brand,quantity,unit_price,total_price
OI00001124,ORD0000575,P126,UrbanCo Wooden Sofa Medium,Home,Furniture,UrbanCo,1,5133.0,5133.0
OI00001125,ORD0000575,P011,UrbanCo Wooden Sofa Small,Home,Furniture,UrbanCo,1,26505.0,26505.0
OI00001126,ORD0000576,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,1,370.0,370.0
OI00001127,ORD0000576,P118,H&M Black Denim Shirt,Clothing,Shirts,H&M,1,2807.0,2807.0
OI00001128,ORD0000576,P172,H&M Green Polyester Shirt,Clothing,Shirts,H&M,1,2109.0,2109.0
OI00001129,ORD0000577,P059,H&M Black Denim T-Shirt,Clothing,T-Shirts,H&M,2,1070.0,2140.0
OI00001130,ORD0000577,P057,H&M Blue Denim Jeans,Clothing,Jeans,H&M,1,1555.0,1555.0
OI00001131,ORD0000578,P166,H&M Black Cotton Jacket,Clothing,Jackets,H&M,1,4254.0,4254.0
OI00001132,ORD0000578,P064,Zara White Denim Shirt,Clothing,Shirts,Zara,1,2244.0,2244.0
OI00001133,ORD0000579,P002,Nike Yoga Mat,Sports,Equipment,Nike,1,4345.0,4345.0
OI00001134,ORD0000579,P159,Puma Sneakers Size 10,Sports,Shoes,Puma,1,4766.0,4766.0
OI00001135,ORD0000580,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,1,1471.0,1471.0
OI00001136,ORD0000580,P056,Lakme Shampoo,Beauty,Haircare,Lakme,1,952.0,952.0
OI00001137,ORD0000580,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00001138,ORD0000581,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00001139,ORD0000581,P009,Nivea Lipstick,Beauty,Makeup,Nivea,1,2838.0,2838.0
OI00001140,ORD0000581,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,2,1751.0,3502.0
OI00001141,ORD0000582,P071,Nike Sneakers Size 8,Sports,Shoes,Nike,1,4895.0,4895.0
OI00001142,ORD0000583,P032,Samsung Galaxy S21 256GB Red,Electronics,Smartphone,Samsung,1,74099.0,74099.0
OI00001143,ORD0000584,P193,H&M Red Cotton Jeans,Clothing,Jeans,H&M,1,1646.0,1646.0
OI00001144,ORD0000585,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,2,877.0,1754.0
OI00001145,ORD0000585,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,1,1751.0,1751.0
OI00001146,ORD0000586,P095,H&M Black Denim Jeans,Clothing,Jeans,H&M,1,3649.0,3649.0
OI00001147,ORD0000586,P137,H&M Red Denim T-Shirt,Clothing,T-Shirts,H&M,2,1174.0,2348.0
OI00001148,ORD0000587,P001,Samsung Charger,Electronics,Accessories,Samsung,1,1356.0,1356.0
OI00001149,ORD0000587,P138,Apple Plus 11 256GB Green,Electronics,Smartphone,Apple,1,69730.0,69730.0
OI00001150,ORD0000588,P027,Zara Black Cotton Shirt,Clothing,Shirts,Zara,1,836.0,836.0
OI00001151,ORD0000588,P073,Zara Black Denim Shirt,Clothing,Shirts,Zara,1,663.0,663.0
OI00001152,ORD0000589,P070,H&M Black Cotton T-Shirt,Clothing,T-Shirts,H&M,1,1277.0,1277.0
OI00001153,ORD0000589,P101,H&M Blue Cotton T-Shirt,Clothing,T-Shirts,H&M,1,1453.0,1453.0
OI00001154,ORD0000590,P173,Zara Green Denim T-Shirt,Clothing,T-Shirts,Zara,1,473.0,473.0
OI00001155,ORD0000591,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,1,370.0,370.0
OI00001156,ORD0000591,P125,Zara Blue Denim Jeans,Clothing,Jeans,Zara,1,2480.0,2480.0
OI00001157,ORD0000592,P055,Sony Wireless Earbuds,Electronics,Headphones,Sony,1,3070.0,3070.0
OI00001158,ORD0000592,P008,Sony Bluetooth Headphones,Electronics,Headphones,Sony,1,2561.0,2561.0
OI00001159,ORD0000593,P086,Boat Power Bank,Electronics,Accessories,Boat,1,732.0,732.0
OI00001160,ORD0000593,P072,OnePlus Nord CE3 256GB Blue,Electronics,Smartphone,OnePlus,1,44563.0,44563.0
OI00001161,ORD0000594,P074,Nike Running Shoes Size 9,Sports,Shoes,Nike,1,4123.0,4123.0
OI00001162,ORD0000595,P165,UrbanCo Metal Sofa Large,Home,Furniture,UrbanCo,1,6328.0,6328.0
OI00001163,ORD0000596,P059,H&M Black Denim T-Shirt,Clothing,T-Shirts,H&M,1,1070.0,1070.0
OI00001164,ORD0000597,P026,UrbanCo Wall Art,Home,Decor,UrbanCo,1,1607.0,1607.0
OI00001165,ORD0000597,P024,UrbanCo Metal Chair Small,Home,Furniture,UrbanCo,1,25406.0,25406.0
OI00001166,ORD0000597,P099,UrbanCo Wooden Dining Table Medium,Home,Furniture,UrbanCo,1,15212.0,15212.0
OI00001167,ORD0000598,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00001168,ORD0000599,P054,Adidas Yoga Mat,Sports,Equipment,Adidas,1,5689.0,5689.0
OI00001169,ORD0000599,P046,Nike Running Shoes Size 8,Sports,Shoes,Nike,1,5354.0,5354.0
OI00001170,ORD0000600,P183,Nike Sneakers Size 9,Sports,Shoes,Nike,1,1083.0,1083.0
OI00001171,ORD0000600,P115,Nike Sports T-Shirt,Sports,Activewear,Nike,1,2606.0,2606.0
OI00001172,ORD0000600,P014,Nike Track Pants,Sports,Activewear,Nike,1,1075.0,1075.0
OI00001173,ORD0000601,P063,UrbanCo Metal Chair Large,Home,Furniture,UrbanCo,1,4232.0,4232.0
OI00001174,ORD0000602,P195,H&M Green Denim Jeans,Clothing,Jeans,H&M,1,1812.0,1812.0
OI00001175,ORD0000602,P041,H&M Green Cotton Jacket,Clothing,Jackets,H&M,1,7336.0,7336.0
OI00001176,ORD0000602,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,1,370.0,370.0
OI00001177,ORD0000603,P006,UrbanCo Lamp,Home,Decor,UrbanCo,1,2790.0,2790.0
OI00001178,ORD0000604,P134,Dell H Pavilion 16GB RAM 256GB SSD,Electronics,Laptop,Dell,1,87510.0,87510.0
OI00001179,ORD0000605,P183,Nike Sneakers Size 9,Sports,Shoes,Nike,1,1083.0,1083.0
OI00001180,ORD0000605,P150,Adidas Track Pants,Sports,Activewear,Adidas,1,2331.0,2331.0
OI00001181,ORD0000606,P120,Zara Black Polyester Jacket,Clothing,Jackets,Zara,1,6542.0,6542.0
OI00001182,ORD0000607,P040,Samsung Power Bank,Electronics,Accessories,Samsung,1,2575.0,2575.0
OI00001183,ORD0000608,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,2,877.0,1754.0
OI00001184,ORD0000608,P056,Lakme Shampoo,Beauty,Haircare,Lakme,1,952.0,952.0
OI00001185,ORD0000609,P200,H&M Blue Denim Shirt,Clothing,Shirts,H&M,1,519.0,519.0
OI00001186,ORD0000609,P189,H&M Red Polyester Shirt,Clothing,Shirts,H&M,1,2483.0,2483.0
OI00001187,ORD0000610,P043,JBL Bluetooth Headphones,Electronics,Headphones,JBL,1,1296.0,1296.0
OI00001188,ORD0000610,P042,Dell ion 32GB RAM 512GB SSD,Electronics,Laptop,Dell,1,44211.0,44211.0
OI00001189,ORD0000611,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,1,1471.0,1471.0
OI00001190,ORD0000611,P056,Lakme Shampoo,Beauty,Haircare,Lakme,1,952.0,952.0
OI00001191,ORD0000611,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00001192,ORD0000612,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00001193,ORD0000612,P005,Nivea Face Wash,Beauty,Skincare,Nivea,1,1130.0,1130.0
OI00001194,ORD0000612,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,1,1471.0,1471.0
OI00001195,ORD0000613,P192,Zara Black Cotton Jacket,Clothing,Jackets,Zara,1,2258.0,2258.0
OI00001196,ORD0000613,P149,Zara Blue Denim Jacket,Clothing,Jackets,Zara,1,7491.0,7491.0
OI00001197,ORD0000614,P027,Zara Black Cotton Shirt,Clothing,Shirts,Zara,2,836.0,1672.0
OI00001198,ORD0000614,P125,Zara Blue Denim Jeans,Clothing,Jeans,Zara,1,2480.0,2480.0
OI00001199,ORD0000615,P016,UrbanCo Cookware Set,Home,Kitchen,UrbanCo,1,8363.0,8363.0
OI00001200,ORD0000616,P144,UrbanCo Plastic Chair Small,Home,Furniture,UrbanCo,1,6908.0,6908.0
OI00001201,ORD0000617,P183,Nike Sneakers Size 9,Sports,Shoes,Nike,1,1083.0,1083.0
OI00001202,ORD0000617,P029,Adidas Running Shoes Size 8,Sports,Shoes,Adidas,1,2068.0,2068.0
OI00001203,ORD0000617,P177,Puma Sneakers Size 9,Sports,Shoes,Puma,1,5810.0,5810.0
OI00001204,ORD0000618,P054,Adidas Yoga Mat,Sports,Equipment,Adidas,1,5689.0,5689.0
OI00001205,ORD0000619,P043,JBL Bluetooth Headphones,Electronics,Headphones,JBL,1,1296.0,1296.0
OI00001206,ORD0000620,P133,H&M Green Polyester Jeans,Clothing,Jeans,H&M,1,1292.0,1292.0
OI00001207,ORD0000620,P095,H&M Black Denim Jeans,Clothing,Jeans,H&M,1,3649.0,3649.0
OI00001208,ORD0000621,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,1,877.0,877.0
OI00001209,ORD0000622,P038,Adidas Running Shoes Size 9,Sports,Shoes,Adidas,1,1414.0,1414.0
OI00001210,ORD0000623,P097,Zara Blue Polyester Jacket,Clothing,Jackets,Zara,1,5366.0,5366.0
OI00001211,ORD0000623,P137,H&M Red Denim T-Shirt,Clothing,T-Shirts,H&M,2,1174.0,2348.0
OI00001212,ORD0000624,P142,UrbanCo Plastic Sofa Medium,Home,Furniture,UrbanCo,1,10982.0,10982.0
OI00001213,ORD0000624,P018,UrbanCo Metal Dining Table Large,Home,Furniture,UrbanCo,1,24543.0,24543.0
OI00001214,ORD0000624,P144,UrbanCo Plastic Chair Small,Home,Furniture,UrbanCo,1,6908.0,6908.0
OI00001215,ORD0000625,P056,Lakme Shampoo,Beauty,Haircare,Lakme,1,952.0,952.0
OI00001216,ORD0000625,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,1,1471.0,1471.0
OI00001217,ORD0000626,P005,Nivea Face Wash,Beauty,Skincare,Nivea,1,1130.0,1130.0
OI00001218,ORD0000626,P012,Nivea Foundation,Beauty,Makeup,Nivea,1,2237.0,2237.0
OI00001219,ORD0000626,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,1,1859.0,1859.0
OI00001220,ORD0000627,P026,UrbanCo Wall Art,Home,Decor,UrbanCo,1,1607.0,1607.0
OI00001221,ORD0000627,P033,UrbanCo Plastic Dining Table Small,Home,Furniture,UrbanCo,1,7598.0,7598.0
OI00001222,ORD0000628,P055,Sony Wireless Earbuds,Electronics,Headphones,Sony,1,3070.0,3070.0
OI00001223,ORD0000629,P085,UrbanCo Plastic Dining Table Large,Home,Furniture,UrbanCo,1,12303.0,12303.0
OI00001224,ORD0000630,P055,Sony Wireless Earbuds,Electronics,Headphones,Sony,1,3070.0,3070.0
OI00001225,ORD0000631,P034,Lakme Lipstick,Beauty,Makeup,Lakme,1,325.0,325.0
OI00001226,ORD0000631,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,1,1859.0,1859.0
OI00001227,ORD0000632,P101,H&M Blue Cotton T-Shirt,Clothing,T-Shirts,H&M,1,1453.0,1453.0
OI00001228,ORD0000633,P009,Nivea Lipstick,Beauty,Makeup,Nivea,2,2838.0,5676.0
OI00001229,ORD0000633,P056,Lakme Shampoo,Beauty,Haircare,Lakme,1,952.0,952.0
OI00001230,ORD0000633,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,1,1751.0,1751.0
OI00001231,ORD0000634,P014,Nike Track Pants,Sports,Activewear,Nike,1,1075.0,1075.0
OI00001232,ORD0000635,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00001233,ORD0000635,P009,Nivea Lipstick,Beauty,Makeup,Nivea,1,2838.0,2838.0
OI00001234,ORD0000635,P034,Lakme Lipstick,Beauty,Makeup,Lakme,1,325.0,325.0
OI00001235,ORD0000636,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,1,370.0,370.0
OI00001236,ORD0000636,P110,H&M White Polyester Shirt,Clothing,Shirts,H&M,1,1438.0,1438.0
OI00001237,ORD0000636,P172,H&M Green Polyester Shirt,Clothing,Shirts,H&M,1,2109.0,2109.0
OI00001238,ORD0000637,P012,Nivea Foundation,Beauty,Makeup,Nivea,1,2237.0,2237.0
OI00001239,ORD0000637,P005,Nivea Face Wash,Beauty,Skincare,Nivea,1,1130.0,1130.0
OI00001240,ORD0000637,P056,Lakme Shampoo,Beauty,Haircare,Lakme,1,952.0,952.0
OI00001241,ORD0000638,P012,Nivea Foundation,Beauty,Makeup,Nivea,1,2237.0,2237.0
OI00001242,ORD0000638,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00001243,ORD0000639,P136,Zara Red Cotton Shirt,Clothing,Shirts,Zara,1,1369.0,1369.0
OI00001244,ORD0000639,P044,H&M White Denim Jacket,Clothing,Jackets,H&M,1,5683.0,5683.0
OI00001245,ORD0000639,P023,Zara White Cotton T-Shirt,Clothing,T-Shirts,Zara,1,474.0,474.0
OI00001246,ORD0000640,P053,Puma Dumbbells,Sports,Equipment,Puma,1,14598.0,14598.0
OI00001247,ORD0000641,P012,Nivea Foundation,Beauty,Makeup,Nivea,1,2237.0,2237.0
OI00001248,ORD0000641,P009,Nivea Lipstick,Beauty,Makeup,Nivea,1,2838.0,2838.0
OI00001249,ORD0000641,P005,Nivea Face Wash,Beauty,Skincare,Nivea,1,1130.0,1130.0
OI00001250,ORD0000642,P043,JBL Bluetooth Headphones,Electronics,Headphones,JBL,1,1296.0,1296.0
OI00001251,ORD0000642,P176,Apple Mac Air 16GB RAM 256GB SSD,Electronics,Laptop,Apple,1,71910.0,71910.0
OI00001252,ORD0000642,P080,Boat Phone Case,Electronics,Accessories,Boat,1,1006.0,1006.0
OI00001253,ORD0000643,P134,Dell H Pavilion 16GB RAM 256GB SSD,Electronics,Laptop,Dell,1,87510.0,87510.0
OI00001254,ORD0000643,P143,OnePlus G1 256GB Red,Electronics,Smartphone,OnePlus,1,15113.0,15113.0
OI00001255,ORD0000644,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00001256,ORD0000644,P009,Nivea Lipstick,Beauty,Makeup,Nivea,1,2838.0,2838.0
OI00001257,ORD0000644,P025,Lakme Foundation,Beauty,Makeup,Lakme,1,462.0,462.0
OI00001258,ORD0000645,P112,HP Pavilion 32GB RAM 256GB SSD,Electronics,Laptop,HP,1,45580.0,45580.0
OI00001259,ORD0000645,P105,Dell Pavilion 8GB RAM 256GB SSD,Electronics,Laptop,Dell,1,85616.0,85616.0
OI00001260,ORD0000646,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,1,1859.0,1859.0
OI00001261,ORD0000646,P012,Nivea Foundation,Beauty,Makeup,Nivea,1,2237.0,2237.0
OI00001262,ORD0000647,P165,UrbanCo Metal Sofa Large,Home,Furniture,UrbanCo,1,6328.0,6328.0
OI00001263,ORD0000647,P178,UrbanCo Metal Sofa Small,Home,Furniture,UrbanCo,1,20907.0,20907.0
OI00001264,ORD0000648,P021,H&M Red Polyester T-Shirt,Clothing,T-Shirts,H&M,2,370.0,740.0
OI00001265,ORD0000648,P170,H&M Green Cotton Shirt,Clothing,Shirts,H&M,1,761.0,761.0
OI00001266,ORD0000649,P079,Boat Charger,Electronics,Accessories,Boat,1,379.0,379.0
OI00001267,ORD0000649,P096,Apple H 32GB RAM 512GB SSD,Electronics,Laptop,Apple,1,70859.0,70859.0
OI00001268,ORD0000650,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,1,1751.0,1751.0
OI00001269,ORD0000650,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00001270,ORD0000651,P004,UrbanCo Mixer,Home,Kitchen,UrbanCo,1,3983.0,3983.0
OI00001271,ORD0000652,P140,Zara Red Denim T-Shirt,Clothing,T-Shirts,Zara,1,914.0,914.0
OI00001272,ORD0000652,P097,Zara Blue Polyester Jacket,Clothing,Jackets,Zara,1,5366.0,5366.0
OI00001273,ORD0000652,P093,Zara Green Polyester Jeans,Clothing,Jeans,Zara,1,1066.0,1066.0
OI00001274,ORD0000653,P019,H&M Green Denim T-Shirt,Clothing,T-Shirts,H&M,1,934.0,934.0
OI00001275,ORD0000653,P149,Zara Blue Denim Jacket,Clothing,Jackets,Zara,1,7491.0,7491.0
OI00001276,ORD0000654,P064,Zara White Denim Shirt,Clothing,Shirts,Zara,1,2244.0,2244.0
OI00001277,ORD0000654,P125,Zara Blue Denim Jeans,Clothing,Jeans,Zara,1,2480.0,2480.0
OI00001278,ORD0000654,P175,Zara White Denim Jeans,Clothing,Jeans,Zara,1,2117.0,2117.0
OI00001279,ORD0000655,P014,Nike Track Pants,Sports,Activewear,Nike,1,1075.0,1075.0
OI00001280,ORD0000655,P058,Puma Running Shoes Size 8,Sports,Shoes,Puma,1,7047.0,7047.0
OI00001281,ORD0000656,P006,UrbanCo Lamp,Home,Decor,UrbanCo,1,2790.0,2790.0
OI00001282,ORD0000657,P010,Samsung Phone Case,Electronics,Accessories,Samsung,1,1711.0,1711.0
OI00001283,ORD0000657,P049,Dell XPS 16GB RAM 512GB SSD,Electronics,Laptop,Dell,1,36316.0,36316.0
OI00001284,ORD0000657,P089,Apple Macbook Air 16GB RAM 256GB SSD,Electronics,Laptop,Apple,1,88750.0,88750.0
OI00001285,ORD0000658,P172,H&M Green Polyester Shirt,Clothing,Shirts,H&M,1,2109.0,2109.0
OI00001286,ORD0000658,P078,Zara Red Polyester Jeans,Clothing,Jeans,Zara,1,2265.0,2265.0
OI00001287,ORD0000659,P173,Zara Green Denim T-Shirt,Clothing,T-Shirts,Zara,1,473.0,473.0
OI00001288,ORD0000659,P200,H&M Blue Denim Shirt,Clothing,Shirts,H&M,1,519.0,519.0
OI00001289,ORD0000660,P033,UrbanCo Plastic Dining Table Small,Home,Furniture,UrbanCo,1,7598.0,7598.0
OI00001290,ORD0000660,P011,UrbanCo Wooden Sofa Small,Home,Furniture,UrbanCo,1,26505.0,26505.0
OI00001291,ORD0000661,P145,UrbanCo Metal Dining Table Medium,Home,Furniture,UrbanCo,1,26201.0,26201.0
OI00001292,ORD0000661,P127,UrbanCo Metal Chair Medium,Home,Furniture,UrbanCo,1,21994.0,21994.0
OI00001293,ORD0000662,P191,H&M White Cotton Shirt,Clothing,Shirts,H&M,1,983.0,983.0
OI00001294,ORD0000662,P196,Zara White Denim Jacket,Clothing,Jackets,Zara,1,4542.0,4542.0
OI00001295,ORD0000663,P110,H&M White Polyester Shirt,Clothing,Shirts,H&M,1,1438.0,1438.0
OI00001296,ORD0000663,P111,Zara Blue Cotton Jacket,Clothing,Jackets,Zara,2,4201.0,8402.0
OI00001297,ORD0000663,P084,H&M White Polyester Jeans,Clothing,Jeans,H&M,1,2041.0,2041.0
OI00001298,ORD0000664,P198,Zara Black Polyester Jeans,Clothing,Jeans,Zara,1,2065.0,2065.0
OI00001299,ORD0000664,P173,Zara Green Denim T-Shirt,Clothing,T-Shirts,Zara,1,473.0,473.0
OI00001300,ORD0000664,P129,H&M Black Denim Jacket,Clothing,Jackets,H&M,1,4451.0,4451.0
OI00001301,ORD0000665,P012,Nivea Foundation,Beauty,Makeup,Nivea,1,2237.0,2237.0
OI00001302,ORD0000665,P009,Nivea Lipstick,Beauty,Makeup,Nivea,1,2838.0,2838.0
OI00001303,ORD0000666,P078,Zara Red Polyester Jeans,Clothing,Jeans,Zara,1,2265.0,2265.0
OI00001304,ORD0000666,P195,H&M Green Denim Jeans,Clothing,Jeans,H&M,1,1812.0,1812.0
OI00001305,ORD0000667,P004,UrbanCo Mixer,Home,Kitchen,UrbanCo,1,3983.0,3983.0
OI00001306,ORD0000667,P109,UrbanCo Plastic Chair Large,Home,Furniture,UrbanCo,1,29504.0,29504.0
OI00001307,ORD0000668,P042,Dell ion 32GB RAM 512GB SSD,Electronics,Laptop,Dell,1,44211.0,44211.0
OI00001308,ORD0000668,P072,OnePlus Nord CE3 256GB Blue,Electronics,Smartphone,OnePlus,1,44563.0,44563.0
OI00001309,ORD0000669,P179,Zara Black Polyester Shirt,Clothing,Shirts,Zara,1,2943.0,2943.0
OI00001310,ORD0000670,P125,Zara Blue Denim Jeans,Clothing,Jeans,Zara,1,2480.0,2480.0
OI00001311,ORD0000670,P124,H&M Red Cotton Jacket,Clothing,Jackets,H&M,1,4779.0,4779.0
OI00001312,ORD0000670,P172,H&M Green Polyester Shirt,Clothing,Shirts,H&M,1,2109.0,2109.0
OI00001313,ORD0000671,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00001314,ORD0000671,P012,Nivea Foundation,Beauty,Makeup,Nivea,1,2237.0,2237.0
OI00001315,ORD0000671,P007,Lakme Hair Oil,Beauty,Haircare,Lakme,1,1471.0,1471.0
OI00001316,ORD0000672,P197,Puma Sneakers Size 8,Sports,Shoes,Puma,1,6353.0,6353.0
OI00001317,ORD0000672,P015,Nike Dumbbells,Sports,Equipment,Nike,1,4660.0,4660.0
OI00001318,ORD0000673,P195,H&M Green Denim Jeans,Clothing,Jeans,H&M,1,1812.0,1812.0
OI00001319,ORD0000674,P010,Samsung Phone Case,Electronics,Accessories,Samsung,1,1711.0,1711.0
OI00001320,ORD0000675,P140,Zara Red Denim T-Shirt,Clothing,T-Shirts,Zara,2,914.0,1828.0
OI00001321,ORD0000675,P019,H&M Green Denim T-Shirt,Clothing,T-Shirts,H&M,1,934.0,934.0
OI00001322,ORD0000676,P006,UrbanCo Lamp,Home,Decor,UrbanCo,1,2790.0,2790.0
OI00001323,ORD0000676,P139,UrbanCo Wooden Chair Large,Home,Furniture,UrbanCo,1,8748.0,8748.0
OI00001324,ORD0000677,P071,Nike Sneakers Size 8,Sports,Shoes,Nike,1,4895.0,4895.0
OI00001325,ORD0000678,P189,H&M Red Polyester Shirt,Clothing,Shirts,H&M,1,2483.0,2483.0
OI00001326,ORD0000678,P172,H&M Green Polyester Shirt,Clothing,Shirts,H&M,1,2109.0,2109.0
OI00001327,ORD0000678,P035,Zara Red Denim Shirt,Clothing,Shirts,Zara,1,2759.0,2759.0
OI00001328,ORD0000679,P132,Adidas Running Shoes Size 7,Sports,Shoes,Adidas,1,3001.0,3001.0
OI00001329,ORD0000680,P023,Zara White Cotton T-Shirt,Clothing,T-Shirts,Zara,1,474.0,474.0
OI00001330,ORD0000681,P085,UrbanCo Plastic Dining Table Large,Home,Furniture,UrbanCo,1,12303.0,12303.0
OI00001331,ORD0000682,P101,H&M Blue Cotton T-Shirt,Clothing,T-Shirts,H&M,1,1453.0,1453.0
OI00001332,ORD0000682,P097,Zara Blue Polyester Jacket,Clothing,Jackets,Zara,1,5366.0,5366.0
OI00001333,ORD0000682,P111,Zara Blue Cotton Jacket,Clothing,Jackets,Zara,1,4201.0,4201.0
OI00001334,ORD0000683,P192,Zara Black Cotton Jacket,Clothing,Jackets,Zara,1,2258.0,2258.0
OI00001335,ORD0000683,P110,H&M White Polyester Shirt,Clothing,Shirts,H&M,1,1438.0,1438.0
OI00001336,ORD0000684,P005,Nivea Face Wash,Beauty,Skincare,Nivea,1,1130.0,1130.0
OI00001337,ORD0000684,P036,Nivea Hair Oil,Beauty,Haircare,Nivea,1,877.0,877.0
OI00001338,ORD0000685,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00001339,ORD0000685,P012,Nivea Foundation,Beauty,Makeup,Nivea,1,2237.0,2237.0
OI00001340,ORD0000685,P034,Lakme Lipstick,Beauty,Makeup,Lakme,2,325.0,650.0
OI00001341,ORD0000686,P095,H&M Black Denim Jeans,Clothing,Jeans,H&M,2,3649.0,7298.0
OI00001342,ORD0000686,P175,Zara White Denim Jeans,Clothing,Jeans,Zara,1,2117.0,2117.0
OI00001343,ORD0000686,P073,Zara Black Denim Shirt,Clothing,Shirts,Zara,1,663.0,663.0
OI00001344,ORD0000687,P004,UrbanCo Mixer,Home,Kitchen,UrbanCo,1,3983.0,3983.0
OI00001345,ORD0000688,P063,UrbanCo Metal Chair Large,Home,Furniture,UrbanCo,1,4232.0,4232.0
OI00001346,ORD0000689,P004,UrbanCo Mixer,Home,Kitchen,UrbanCo,1,3983.0,3983.0
OI00001347,ORD0000690,P011,UrbanCo Wooden Sofa Small,Home,Furniture,UrbanCo,1,26505.0,26505.0
OI00001348,ORD0000691,P179,Zara Black Polyester Shirt,Clothing,Shirts,Zara,1,2943.0,2943.0
OI00001349,ORD0000692,P103,Zara Red Cotton Jacket,Clothing,Jackets,Zara,1,2086.0,2086.0
OI00001350,ORD0000692,P064,Zara White Denim Shirt,Clothing,Shirts,Zara,1,2244.0,2244.0
OI00001351,ORD0000693,P067,Boat Wireless Earbuds,Electronics,Headphones,Boat,1,2941.0,2941.0
OI00001352,ORD0000693,P131,Samsung Galaxy S21 64GB Red,Electronics,Smartphone,Samsung,1,21334.0,21334.0
OI00001353,ORD0000694,P191,H&M White Cotton Shirt,Clothing,Shirts,H&M,1,983.0,983.0
OI00001354,ORD0000695,P066,Puma Running Shoes Size 7,Sports,Shoes,Puma,1,6273.0,6273.0
OI00001355,ORD0000695,P068,Puma Sports T-Shirt,Sports,Activewear,Puma,1,648.0,648.0
OI00001356,ORD0000696,P034,Lakme Lipstick,Beauty,Makeup,Lakme,1,325.0,325.0
OI00001357,ORD0000696,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,2,1751.0,3502.0
OI00001358,ORD0000697,P034,Lakme Lipstick,Beauty,Makeup,Lakme,2,325.0,650.0
OI00001359,ORD0000697,P048,Nivea Moisturizer,Beauty,Skincare,Nivea,1,1859.0,1859.0
OI00001360,ORD0000698,P017,Lakme Face Wash,Beauty,Skincare,Lakme,2,1574.0,3148.0
OI00001361,ORD0000698,P003,Nivea Shampoo,Beauty,Haircare,Nivea,1,201.0,201.0
OI00001362,ORD0000699,P080,Boat Phone Case,Electronics,Accessories,Boat,1,1006.0,1006.0
OI00001363,ORD0000699,P032,Samsung Galaxy S21 256GB Red,Electronics,Smartphone,Samsung,1,74099.0,74099.0
OI00001364,ORD0000699,P130,Apple G21 128GB Black,Electronics,Smartphone,Apple,1,67400.0,67400.0
OI00001365,ORD0000700,P026,UrbanCo Wall Art,Home,Decor,UrbanCo,1,1607.0,1607.0
OI00001366,ORD0000701,P175,Zara White Denim Jeans,Clothing,Jeans,Zara,1,2117.0,2117.0
OI00001367,ORD0000701,P082,H&M Green Denim Jacket,Clothing,Jackets,H&M,1,3964.0,3964.0
OI00001368,ORD0000701,P062,H&M Green Polyester Jacket,Clothing,Jackets,H&M,1,6565.0,6565.0
OI00001369,ORD0000702,P107,Zara Black Polyester T-Shirt,Clothing,T-Shirts,Zara,1,616.0,616.0
OI00001370,ORD0000703,P002,Nike Yoga Mat,Sports,Equipment,Nike,1,4345.0,4345.0
OI00001371,ORD0000703,P046,Nike Running Shoes Size 8,Sports,Shoes,Nike,1,5354.0,5354.0
OI00001372,ORD0000704,P119,Lakme Moisturizer,Beauty,Skincare,Lakme,1,1751.0,1751.0
OI00001373,ORD0000704,P017,Lakme Face Wash,Beauty,Skincare,Lakme,1,1574.0,1574.0
OI00001374,ORD0000705,P058,Puma Running Shoes Size 8,Sports,Shoes,Puma,1,7047.0,7047.0
